version,K,w,mag_db,phase_deg
A,0.200000000000,0.001699369658,-0.032475322902,-6.073998210753
A,0.200000000000,0.001719072202,-0.033230173531,-6.144152013068
A,0.200000000000,0.001739003177,-0.034002509192,-6.215109793546
A,0.200000000000,0.001759165233,-0.034792732061,-6.286880546420
A,0.200000000000,0.001779561048,-0.035601253431,-6.359473358894
A,0.200000000000,0.001800193333,-0.036428493910,-6.432897411790
A,0.200000000000,0.001821064829,-0.037274883634,-6.507161980285
A,0.200000000000,0.001842178310,-0.038140862467,-6.582276434552
A,0.200000000000,0.001863536581,-0.039026880220,-6.658250240465
A,0.200000000000,0.001885142481,-0.039933396862,-6.735092960242
A,0.200000000000,0.001906998880,-0.040860882748,-6.812814253128
A,0.200000000000,0.001929108683,-0.041809818845,-6.891423876017
A,0.200000000000,0.001951474828,-0.042780696956,-6.970931684130
A,0.200000000000,0.001974100286,-0.043774019964,-7.051347631610
A,0.200000000000,0.001996988065,-0.044790302065,-7.132681772220
A,0.200000000000,0.002020141205,-0.045830069018,-7.214944259867
A,0.200000000000,0.002043562784,-0.046893858394,-7.298145349301
A,0.200000000000,0.002067255913,-0.047982219824,-7.382295396597
A,0.200000000000,0.002091223741,-0.049095715273,-7.467404859878
A,0.200000000000,0.002115469452,-0.050234919286,-7.553484299758
A,0.200000000000,0.002139996269,-0.051400419277,-7.640544379982
A,0.200000000000,0.002164807451,-0.052592815787,-7.728595867928
A,0.200000000000,0.002189906295,-0.053812722773,-7.817649635130
A,0.200000000000,0.002215296135,-0.055060767898,-7.907716657823
A,0.200000000000,0.002240980345,-0.056337592814,-7.998808017381
A,0.200000000000,0.002266962340,-0.057643853457,-8.090934900885
A,0.200000000000,0.002293245570,-0.058980220360,-8.184108601458
A,0.200000000000,0.002319833529,-0.060347378950,-8.278340518831
A,0.200000000000,0.002346729749,-0.061746029868,-8.373642159640
A,0.200000000000,0.002373937805,-0.063176889288,-8.470025137922
A,0.200000000000,0.002401461312,-0.064640689237,-8.567501175416
A,0.200000000000,0.002429303928,-0.066138177932,-8.666082101951
A,0.200000000000,0.002457469351,-0.067670120110,-8.765779855777
A,0.200000000000,0.002485961325,-0.069237297385,-8.866606483827
A,0.200000000000,0.002514783637,-0.070840508579,-8.968574142014
A,0.200000000000,0.002543940114,-0.072480570093,-9.071695095468
A,0.200000000000,0.002573434633,-0.074158316255,-9.175981718725
A,0.200000000000,0.002603271113,-0.075874599701,-9.281446495991
A,0.200000000000,0.002633453517,-0.077630291744,-9.388102021170
A,0.200000000000,0.002663985857,-0.079426282748,-9.495960998061
A,0.200000000000,0.002694872190,-0.081263482524,-9.605036240437
A,0.200000000000,0.002726116620,-0.083142820721,-9.715340672066
A,0.200000000000,0.002757723299,-0.085065247223,-9.826887326708
A,0.200000000000,0.002789696427,-0.087031732562,-9.939689348080
A,0.200000000000,0.002822040252,-0.089043268325,-10.053759989852
A,0.200000000000,0.002854759072,-0.091100867572,-10.169112615440
A,0.200000000000,0.002887857236,-0.093205565274,-10.285760697854
A,0.200000000000,0.002921339140,-0.095358418733,-10.403717819565
A,0.200000000000,0.002955209235,-0.097560508029,-10.522997672152
A,0.200000000000,0.002989472021,-0.099812936464,-10.643614056060
A,0.200000000000,0.003024132050,-0.102116831016,-10.765580880231
A,0.200000000000,0.003059193929,-0.104473342802,-10.888912161656
